Program,Year,Period,State,State ANSI,Data Item,Value
SURVEY,2018,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1
SURVEY,2018,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",27.9
SURVEY,2018,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",4.3
SURVEY,2018,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",20.3
SURVEY,2018,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",9.1
SURVEY,2018,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",63
SURVEY,2018,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1.3
SURVEY,2018,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.1
SURVEY,2018,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",24.9
SURVEY,2018,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",31.6
SURVEY,2018,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.6
SURVEY,2018,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",42.8
SURVEY,2018,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",6.6
SURVEY,2018,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",23.7
SURVEY,2018,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",8
SURVEY,2018,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",51.1
SURVEY,2018,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",7.9
SURVEY,2018,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",76.8
SURVEY,2018,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",26
SURVEY,2018,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.6
SURVEY,2018,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",43.7
SURVEY,2018,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",31.3
SURVEY,2018,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",26.4
SURVEY,2018,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",62
SURVEY,2017,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0
SURVEY,2017,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",16.4
SURVEY,2017,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",3.6
SURVEY,2017,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",3
SURVEY,2017,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",14.3
SURVEY,2017,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",47.2
SURVEY,2017,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.7
SURVEY,2017,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.7
SURVEY,2017,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",22.6
SURVEY,2017,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",8.5
SURVEY,2017,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",6.4
SURVEY,2017,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",17.3
SURVEY,2017,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",14.8
SURVEY,2017,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2017,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",20.3
SURVEY,2017,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",52.6
SURVEY,2017,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",7.4
SURVEY,2017,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",65.4
SURVEY,2017,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",3.3
SURVEY,2017,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",0.6
SURVEY,2017,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",8.6
SURVEY,2017,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",7.7
SURVEY,2017,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",10.2
SURVEY,2017,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",17.9
SURVEY,2016,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.1
SURVEY,2016,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.4
SURVEY,2016,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2016,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",10
SURVEY,2016,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",5.4
SURVEY,2016,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",30.3
SURVEY,2016,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",2.8
SURVEY,2016,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.7
SURVEY,2016,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",8.3
SURVEY,2016,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",11.6
SURVEY,2016,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.8
SURVEY,2016,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",47.3
SURVEY,2016,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",14.1
SURVEY,2016,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.5
SURVEY,2016,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",29.1
SURVEY,2016,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",25.5
SURVEY,2016,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",2.6
SURVEY,2016,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",42.8
SURVEY,2016,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.3
SURVEY,2016,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",5.1
SURVEY,2016,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",3.1
SURVEY,2016,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",8.3
SURVEY,2016,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.4
SURVEY,2016,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",29.2
SURVEY,2015,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1.1
SURVEY,2015,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",9.5
SURVEY,2015,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",14.2
SURVEY,2015,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",1.3
SURVEY,2015,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.4
SURVEY,2015,JAN THRU MAR,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",32.7
SURVEY,2015,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.9
SURVEY,2015,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",3.5
SURVEY,2015,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",0.1
SURVEY,2015,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",2.4
SURVEY,2015,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.9
SURVEY,2015,APR THRU JUN,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",14.4
SURVEY,2015,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.2
SURVEY,2015,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",14.8
SURVEY,2015,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",14.1
SURVEY,2015,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",16.2
SURVEY,2015,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",1.7
SURVEY,2015,JUL THRU SEP,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",22.5
SURVEY,2015,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.2
SURVEY,2015,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",33.9
SURVEY,2015,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",25.1
SURVEY,2015,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",24.8
SURVEY,2015,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",19
SURVEY,2015,OCT THRU DEC,KANSAS,20,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",44.5
SURVEY,2019,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.1
SURVEY,2019,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",10.7
SURVEY,2019,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",5.3
SURVEY,2019,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",12.9
SURVEY,2019,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.6
SURVEY,2019,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",21.6
SURVEY,2018,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.9
SURVEY,2018,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",8
SURVEY,2018,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",11
SURVEY,2018,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",29.6
SURVEY,2018,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",5.9
SURVEY,2018,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",43
SURVEY,2018,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.6
SURVEY,2018,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.1
SURVEY,2018,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",1
SURVEY,2018,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",20.2
SURVEY,2018,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",5.9
SURVEY,2018,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",40.9
SURVEY,2018,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1.6
SURVEY,2018,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.5
SURVEY,2018,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",1.5
SURVEY,2018,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",26.5
SURVEY,2018,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",7.6
SURVEY,2018,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",47.1
SURVEY,2018,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1.2
SURVEY,2018,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",5.5
SURVEY,2018,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",6.8
SURVEY,2018,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",41.9
SURVEY,2018,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.3
SURVEY,2018,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",57.1
SURVEY,2017,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.4
SURVEY,2017,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",16
SURVEY,2017,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",3.8
SURVEY,2017,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",11.5
SURVEY,2017,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",7.5
SURVEY,2017,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",31.9
SURVEY,2017,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",1
SURVEY,2017,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.3
SURVEY,2017,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",4.5
SURVEY,2017,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",11.6
SURVEY,2017,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",4.9
SURVEY,2017,APR THRU JUN,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",25.7
SURVEY,2017,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",4.6
SURVEY,2017,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",10.3
SURVEY,2017,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",0.6
SURVEY,2017,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",39.2
SURVEY,2017,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",6.2
SURVEY,2017,JUL THRU SEP,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",46.4
SURVEY,2017,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.5
SURVEY,2017,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",5.6
SURVEY,2017,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",6.5
SURVEY,2017,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",24.4
SURVEY,2017,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",19.1
SURVEY,2017,OCT THRU DEC,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES",54.3
SURVEY,2016,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES",0.7
SURVEY,2016,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES",12.5
SURVEY,2016,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES",6.3
SURVEY,2016,JAN THRU MAR,KENTUCKY,21,"HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES",9
